,SPY,QQQ,SMH,XLU
2022-05-06,86.41156840934372,77.11831816433791,73.89268292682927,102.51856635453665
2022-05-09,83.6218020022247,74.07768234841687,70.08130081300813,101.77591217307072
2022-05-10,83.79310344827586,74.98525830021792,71.83089430894309,100.51662899580239
2022-05-11,82.45828698553949,72.7342648378413,69.67154471544715,101.25928317726833
2022-05-12,82.3893214682981,72.6291501089604,69.93170731707318,100.22602518566354
2022-05-13,84.32480533926585,75.22368927060634,73.68455284552846,101.38844042621892
2022-05-16,84.04004449388209,74.43661069093704,72.52032520325203,101.74362286083307
2022-05-17,85.73303670745273,76.33123958466862,75.9739837398374,102.80917016467549
2022-05-18,82.29365962180201,72.57018330983207,72.24065040650406,101.77591217307072
2022-05-19,81.76195773081201,72.15228816818356,72.32520325203252,101.58217629964481
2022-05-20,81.79977753058954,71.92923984104601,72.35121951219512,101.90506942202131
2022-05-23,83.34816462736374,73.1290860146135,72.90406504065041,103.06748466257669
2022-05-24,82.73414905450501,71.59594923727727,71.01788617886179,105.06942202131096
2022-05-25,83.43937708565072,72.60607614408408,72.42276422764228,105.06942202131096
2022-05-26,85.10122358175751,74.613511088322,74.93983739837398,105.3600258314498
2022-05-27,87.21023359288098,77.049096269709,77.83414634146341,107.0067807555699
2022-05-31,86.70745272525028,76.90552493270094,77.50243902439024,105.58605101711335
2022-06-01,86.00444938820912,76.26970901166517,76.32520325203252,105.32773651921212
2022-06-02,87.6329254727475,78.38738623253428,78.99186991869918,106.03810138844044
